,Strategy,Kelly,BuyAndHold
49,1.2706143451452991,1.0107447600711965,1.05871612250598
50,1.2693437308001538,1.0097340153111254,1.0433027708213922
51,1.2693437308001538,1.0097340153111254,1.0329473874254962
52,1.2693437308001538,1.0097340153111254,1.0400433037369912
53,1.2859693013047144,1.0102991024029486,1.0547055936036631
54,1.2934220954998747,1.0106545423769335,1.0608181063344395
55,1.3032865979623784,1.010987837595088,1.0689086151162308
56,1.3655738970255713,1.0145612199069902,1.1199944090506282
57,1.431017389875923,1.0267166276234545,1.1736687991812462
58,1.441203063022285,1.0272545106421882,1.1820227205627185
59,1.4397618599592628,1.026227256131546,1.1749956741457177
60,1.4681385329500363,1.0264918917758499,1.199328991302105
61,1.5109987990105895,1.031553479862564,1.234341736017724
62,1.5387629953855653,1.0342177052354127,1.2570224332989297
63,1.581948828080224,1.0361540288392035,1.292301134866794
64,1.6357560681447831,1.0441773966078913,1.3362565120352605
65,1.7031455755179021,1.0492936463793714,1.3913073046466
66,1.7014424299423843,1.048244352732992,1.3702786665173192
67,1.7014424299423843,1.048244352732992,1.3537055887367264
68,1.6762498191093653,1.0468526371227573,1.3350154906214013
69,1.674573569290256,1.0458057844856345,1.2882792318412035
70,1.674573569290256,1.0458057844856345,1.274244071558515
71,1.6982309362455752,1.0464157236485137,1.2935200685206774
72,1.7171109286907547,1.0473855010042046,1.3079007093393809
73,1.684700943539108,1.0459991144613547,1.2832144518231947
74,1.683016242595569,1.0449531153468934,1.2479197476865815
75,1.683016242595569,1.0449531153468934,1.2809269437209487
76,1.7404153086026213,1.0530789005086676,1.325893729619578
77,1.7455424039692446,1.0532894655686065,1.3297996844593027
78,1.7437181768182577,1.05327769116905,1.3284099406843888
79,1.7185804209495485,1.0528973928067458,1.3092593432848578
80,1.716861840528599,1.051844495413939,1.3234423592879354
81,1.7930411971945106,1.062723533578299,1.3834886325326314
82,1.8352138650192553,1.0678054878808996,1.4160285466352183
83,1.8141957946695564,1.0670152892983578,1.399811260913018
84,1.8123815988748868,1.0659482740090593,1.4492606902992264
85,1.9179573951215192,1.0806723562251053,1.535133039064504
86,1.909014391179398,1.080236114597278,1.5279750589889534
87,1.9071053767882187,1.079155878482681,1.5125781338825033
88,1.8906802211425302,1.0777863186434335,1.501063465815064
89,1.8887895409213877,1.07670853232479,1.4827468335611533
90,1.8887895409213877,1.07670853232479,1.4891788290994576
91,1.9136788508837197,1.0771184932859899,1.5102914930568783
92,1.9092118023307916,1.07688706329233,1.506766060654548
93,1.9073025905284609,1.0758101762290377,1.5166796164366174
94,1.9379077704947851,1.0780455179150152,1.5425334163625466
95,1.898935131093692,1.077777142538367,1.5115120233348045
96,1.8970361959625983,1.0766993653958288,1.5450065697814361
97,2.0154297440874376,1.0926909744892999,1.642975044739386
98,2.0725144071901775,1.0995251953734377,1.6895103691238256
99,2.084174227959961,1.1003397532788484,1.6990154360243652
100,2.082090053732001,1.0992394135255694,1.6769069225299835
101,2.082090053732001,1.0992394135255694,1.690778338675677
102,2.166034050719442,1.1075058794912287,1.76063652961681
103,2.1889138358733202,1.1104305214850836,1.7792341068424877
104,2.1867249220374467,1.1093200909635985,1.746784236370751
105,2.1867249220374467,1.1093200909635985,1.7650428243110714
106,2.1544661545706747,1.1052751350569936,1.7407697928149535
107,2.152311688416104,1.1041698599219365,1.6331049519501906
108,2.152311688416104,1.1041698599219365,1.5916909400531325
109,2.184391320231048,1.1051565280980808,1.6170063600399123
110,2.1691683216512683,1.1044024057197914,1.6057374608759205
111,2.166999153329617,1.1032980033140716,1.6096295784424728
112,2.284418898874438,1.1145203777524875,1.6984576525836315
113,2.3599777726419244,1.1237362777539477,1.7546354172809113
114,2.3576177948692827,1.1226125414761938,1.7669479207676837
115,2.3981556151294887,1.1246489685733916,1.79909647565507
116,2.379386422760109,1.1238062028156053,1.7850158264971878
117,2.377007036337349,1.1226823966127897,1.7517510971110901
118,2.377007036337349,1.1226823966127897,1.6931383716567991
119,2.377007036337349,1.1226823966127897,1.6314291370972274
120,2.377007036337349,1.1226823966127897,1.6291771166591151
121,2.416714632198634,1.1234580910882326,1.6580214873136252
122,2.4370898060818598,1.124855465254259,1.6720001654976546
123,2.434652716275778,1.1237306097890047,1.612368395559061
124,2.434652716275778,1.1237306097890047,1.5004711832595663
125,2.434652716275778,1.1237306097890047,1.4410273026638778
126,2.3705803209475937,1.122381025817353,1.404545027641838
127,2.368209740626646,1.1212586447915356,1.3959328371303594
128,2.458071540897458,1.129554521931913,1.4502974896082104
129,2.519815102284327,1.1366477571982931,1.4867270770262206
130,2.4610873460166935,1.13484870614858,1.4520768579141379
131,2.4586262586706766,1.1337138574424312,1.4141150096063988
132,2.430253582633076,1.1321500568511609,1.3992101632016891
133,2.427823329050443,1.1310179067943098,1.3679391778001861
